rating,name,area,cuisine_type,price,cuisine_region,address
"                    -
                ",HokBen ,Denpasar,Casual Dining,"                        Rp150.000 
                                    
        ","  Makanan Cepat Saji, Jepang"," Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ","Mulia Deli - The Mulia, Mulia Resort &... ","The Mulia, Mulia Resort & Villas, Nusa Dua",Casual Dining,"                        Rp120.000 
                                    
        ","  Kafe, Deli"," The Mulia, Mulia Resort & Villas, Jl. Raya Nusa Dua..."
"                    3.5
                ",Gusto ,Kuta,Casual Dining,"                        Rp225.000 
                                    
        ",  Itali," Jl. Popies 2 No. 46, Kuta, Bali"
"                    3.4
                ",Oceans 27 ,"Discovery Shopping Mall, Tuban",Casual Dining,"                        Rp450.000 
                                    
        ","  Eropa, Barat, Asia"," Discovery Shopping Mall, Lantai Ground, Jl. Kartika..."
"                    3.4
                ",Nyoman's Beer Garden ,Nusa Dua,Casual Dining,"                        Rp200.000 
                                    
        ",  Cemilan," Jl. Pantai Mengiat, Nusa Dua, Bali"
"                    3.4
                ",Bumbu Bali ,Tanjung Benoa,Casual Dining,"                        Rp350.000 
                                    
        ","  Bali, Indonesia"," Jl. Pratama, Tanjung Benoa, Bali"
"                    3.5
                ",La Sal ,Seminyak,Quick Bites,"                        Rp250.000 
                                    
        ",  Spanyol," Jl. Drupadi No. 100, Seminyak, Bali"
"                    -
                ",Papa Rons ,Denpasar,Quick Bites,"                        Rp150.000 
                                    
        ",  Pizza," Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",Sanurini Shell Bar ,Sanur,Beverage Shop,"                        Rp90.000 
                                    
        ","  Bubble Tea, Minuman"," Jl. By Pass Ngurah Rai No. 1, Sanur, Bali"
"                    3.4
                ",Fortune Cookie ,Sanur,Quick Bites,"                        Rp230.000 
                                    
        ",  Cina," Jl. Sudarma No. 5, Sanur, Bali"
"                    4.3
                ",Warung Kayu Api ,Sanur,Casual Dining,"                        Rp300.000 
                                    
        ","  Bali, Indonesia, Barat"," Jl. By Pass Ngurah Rai No. 95, Sanur, Bali"
"                    -
                ",Mozzarella ,Seminyak,Casual Dining,"                        Rp220.000 
                                    
        ","  Asia, Barat"," Jl. Camplung Tanduk, Seminyak, Bali"
"                    -
                ",Es Teler 77 ,"Discovery Shopping Mall, Tuban",Casual Dining,"                        Rp120.000 
                                    
        ","  Jawa, Palembang"," Discovery Shopping Mall, Lantai 1, Jl. Kartika Plaza..."
"                    3.4
                ",Domino's Pizza ,"Ruko Denpasar Junction, Denpasar",Casual Dining,"                        Rp150.000 
                                    
        ",  Pizza," Ruko Denpasar Junction, Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",The Cuisine ,Jimbaran,Casual Dining,"                        Rp400.000 
                                    
        ","  Hidangan Laut, Bali"," Pantai Jimbaran, Jl. Pantai Jimbaran, Jimbaran, Bali"
"                    3.5
                ",Caramel Patisserie & Cafe ,Ubud,Kafe,"                        Rp150.000 
                                    
        ","  Kafe, Toko Kue"," Jl. Hanoman No. 4B, Ubud, Bali"
Tutup Sementara,Clear Cafe ,Ubud,Kafe,"                        Rp150.000 
                                    
        ","  Kafe, Makanan Sehat"," Jl. Hanoman, Ubud, Bali"
"                    3.4
                ",Bambu ,Seminyak,Casual Dining,"                        Rp800.000 
                                    
        ","  Asia, Bali"," Pantai Petitenget, Jl. Petitenget, Seminyak, Bali"
"                    -
                ",Three Monkeys ,Ubud,Casual Dining,"                        Rp180.000 
                                    
        ","  Bali, Itali, Eropa, Asia"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Kokoya ,Sanur,Casual Dining,"                        Rp450.000 
                                    
        ",  Jepang," Jl. Danau Tamblingan No. 178, Sanur, Bali"
"                    3.5
                ",SOS Supper Club - Anantara ,"Anantara, Seminyak",Casual Dining,"                        Rp300.000 
                                    
        ",  Barat," Anantara, Jl. Abimanyu, Seminyak, Bali"
"                    3.5
                ",Seaside ,Legian,Casual Dining,"                        Rp240.000 
                                    
        ",  Meksiko," Jl. Pantai Legian, Legian, Bali"
"                    -
                ",Kebabzzz ,Jimbaran,Casual Dining,"                        Rp150.000 
                                    
        ",  Timur Tengah," Jl. Raya Kampus Udayana No. 107, Jimbaran, Bali"
"                    3.4
                ",Jenja ,"Town Square, Legian",Fine Dining,"                        Rp700.000 
                                    
        ","  Jepang, Timur Tengah"," Town Square, Jl. Nakula No. 532XX, Legian, Bali"
"                    -
                ",Dirt Java ,"Beachwalk, Kuta",Kafe,"                        Rp100.000 
                                    
        ",  Kafe," Beachwalk, Lantai 2, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Hacienda ,Tuban,Casual Dining,"                        Rp275.000 
                                    
        ",  Tex-Mex," Jl. Kartika Plaza, Tuban, Bali"
"                    3.4
                ",Pizza Hut ,Kuta,Casual Dining,"                        Rp200.000 
                                    
        ","  Pizza, Itali"," Jl. Pantai Kuta, Kuta, Bali"
"                    3.3
                ",Warung Makan Nikmat ,Kuta,Kafe,"                        Rp200.000 
                                    
        ",  Indonesia," Jl. Bakung Sari, Gang Biduri, Kuta, Bali"
"                    4.1
                ",Trattoria ,Seminyak,Casual Dining,"                        Rp300.000 
                                    
        ","  Itali, Barat"," Jl. Kayu Aya, Seminyak, Bali"
"                    -
                ",Angelita Tea Salon and Patisserie ,Kerobokan,Bakery,"                        Rp150.000 
                                    
        ","  Kafe, Toko Kue, Desserts"," Jl. Raya Kerobokan No. 10A, Kerobokan, Bali"
"                    3.7
                ",Bubu ,Nusa Dua,Quick Bites,"                        Rp400.000 
                                    
        ",  Hidangan Laut," Jl. Pantai Geger, Nusa Dua, Bali"
"                    3.5
                ",Deus Ex Machina ,Canggu,Casual Dining,"                        Rp350.000 
                                    
        ","  Asia, Eropa, Barat"," Jl. Batu Mejan No. 8, Canggu, Bali"
"                    4.0
                ",Cafe Wayan ,Ubud,Casual Dining,"                        Rp400.000 
                                    
        ","  Bali, Itali"," Jl. Monkey Forest, Ubud, Bali"
"                    -
                ",Cafe Pomegranate ,Ubud,Casual Dining,"                        Rp300.000 
                                    
        ","  Asia, Eropa, Jepang"," Jl. Subak Sok Wayah, Ubud, Bali"
"                    3.4
                ",Cafe Degan ,Seminyak,Quick Bites,"                        Rp200.000 
                                    
        ","  Kafe, Thai, Indonesia"," Jl. Petitenget, Seminyak, Bali"
"                    -
                ",Fish & Co. ,"Beachwalk, Kuta",Casual Dining,"                        Rp330.000 
                                    
        ","  Hidangan Laut, Itali, Barat"," Beachwalk, Lantai 1, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Double Six Rooftop - Double Six Luxury Hotel ,"Double Six Luxury Hotel, Seminyak",Lounge,"                        Rp450.000 
                                    
        ",  Cemilan," Double Six Luxury Hotel, Jl. Double Six, Seminyak, Bali"
"                    3.4
                ",Zanzibar Beach Front Restaurant ,Legian,Casual Dining,"                        Rp230.000 
                                    
        ","  Itali, Amerika, Eropa, Mediterania"," Jl. Arjuna, Legian, Bali"
"                    -
                ",Nanny's Pavillon ,"Beachwalk, Kuta",Casual Dining,"                        Rp250.000 
                                    
        ","  Itali, Eropa, Barat"," Beachwalk, Lantai 1, Jl. Pantai Kuta, Kuta, Bali"
"                    3.5
                ",Taco Local ,Seminyak,Quick Bites,"                        Rp125.000 
                                    
        ",  Meksiko," Jl. Petitenget, Seminyak, Bali"
"                    -
                ",The Bar - Bvlgari Hotel & Resorts ,"Bulgari Hotels & Resorts, Uluwatu",Bar,"                        Rp400.000 
                                    
        ",  Hanya Minuman," Bvlgari Hotels & Resorts, Jl. Goa Lempeh - Banjar Dinas..."
"                    -
                ",Tony Roma's ,"Beachwalk, Kuta",Casual Dining,"                        Rp400.000 
                                    
        ","  Grill House, Amerika, Itali"," Beachwalk, Lantai 1, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Warung Satria ,Kuta,Quick Bites,"                        Rp100.000 
                                    
        ",  Bali," Jl. Kendedes 5, Kuta, Bali"
"                    -
                ",Cafe Kamasan ,Ubud,Kafe,"                        Rp180.000 
                                    
        ","  Kafe, Bali, Indonesia"," Jl. Raya Sangginan, Ubud, Bali"
"                    3.4
                ",Kayuputi - The St. Regis Bali Resort ,"The St. Regis Bali Resort, Nusa Dua",,"                        Rp1.200.000 
                                    
        ","Masakan: Perancis, Itali, Amerika"," The St. Regis Bali Resort, BTDC Area, Nusa Dua, Bali"
